Date,Mean Temperature,PM10,SO2
2022-03-21,1.5,26.48,12.71
2022-03-22,4.0,21.69,12.24
2022-03-23,6.5,37.92,7.47
2022-03-24,2.5,9.68,11.55
2022-03-25,5.0,23.82,13.98
2022-03-26,3.5,37.96,12.05
2022-03-27,4.5,36.97,11.16
2022-03-28,2.5,29.94,9.61
2022-03-29,9.0,39.29,10.24
2022-03-30,12.5,42.85,11.23
2022-03-31,13.5,50.82,7.35
2022-04-01,15.0,76.04,9.09
2022-04-02,18.5,70.56,7.48
2022-04-03,20.0,62.7,6.54
2022-04-04,11.0,65.27,7.39
2022-04-05,10.0,44.16,10.5
2022-04-06,12.5,55.57,7.7
2022-04-07,12.0,63.04,7.8
2022-04-08,13.0,25.76,7.25
2022-04-09,13.0,14.55,6.62
2022-04-10,16.0,17.34,5.8
2022-04-11,19.5,72.09,5.97
2022-04-12,4.5,39.79,5.07
2022-04-13,2.5,7.49,4.17
2022-04-14,5.5,18.39,8.34
2022-04-15,8.5,29.5,7.33
2022-04-16,11.5,37.63,5.84
2022-04-17,16.5,31.32,8.18
2022-04-18,19.5,62.7,8.99
2022-04-19,21.5,101.31,7.13
2022-04-20,9.0,20.01,7.63
2022-04-21,13.5,29.93,5.8
2022-04-22,13.5,24.23,7.87
2022-04-23,17.5,37.69,6.03
2022-04-24,20.0,47.64,6.9
2022-04-25,21.0,69.71,6.79
2022-04-26,21.5,71.39,7.18
2022-04-27,17.5,67.34,5.44
2022-04-28,15.5,58.63,6.24
2022-04-29,17.0,46.71,6.17
2022-04-30,16.0,42.48,5.27
2022-05-01,10.5,10.48,6.55
2022-05-02,10.0,4.26,6.97
2022-05-03,13.5,14.72,5.58
2022-05-04,15.5,14.51,5.37
2022-05-05,8.5,12.075,5.4
2022-05-06,10.5,9.64,6.1
2022-05-07,9.0,6.98,4.87
2022-05-08,9.5,9.58,6.28
2022-05-09,10.5,17.36,6.49
2022-05-10,10.5,12.37,6.5
2022-05-11,12.5,27.73,5.96
2022-05-12,12.0,32.72,4.64
2022-05-13,14.5,31.28,5.93
2022-05-14,25.5,24.83,4.81
2022-05-15,20.0,31.29,5.55
2022-05-16,12.5,17.4,5.9
2022-05-17,14.0,21.27,5.73
2022-05-18,17.0,24.21,5.85
2022-05-19,12.5,16.34,4.92
2022-05-20,9.0,8.21,3.87
2022-05-21,14.5,26.4,6.71
2022-05-22,20.0,24.87,4.3
2022-05-23,14.5,14.22,6.72
2022-05-24,12.0,13.8,4.54
2022-05-25,13.0,15.4,5.99
2022-05-26,15.0,19.41,6.02
2022-05-27,17.0,33.51,8.23
2022-05-28,19.5,38.62,6.75
2022-05-29,21.5,34.07,6.22
2022-05-30,24.5,27.64,4.57
2022-05-31,24.0,34.15,5.75
2022-06-01,21.5,32.36,4.85
2022-06-02,23.5,42.26,5.73
2022-06-03,27.5,62.97,5.62
2022-06-04,27.0,32.42,5.75
2022-06-05,20.5,25.51,6.22
2022-06-06,20.0,40.22,7.58
2022-06-07,20.5,31.35,6.54
2022-06-08,21.5,50.67,3.59
2022-06-09,20.5,12.87,5.91
2022-06-10,21.5,56.24,5.47
2022-06-11,23.0,65.61,4.42
2022-06-12,23.5,22.6,4.61
2022-06-13,19.5,23.92,4.03
2022-06-14,19.0,13.3,4.8
2022-06-15,20.0,24.16,4.65
2022-06-16,19.0,38.46,4.6
2022-06-17,20.0,53.65,4.93
2022-06-18,19.5,17.81,4.48
2022-06-19,18.5,24.96,4.52
2022-06-20,20.0,22.29,5.17
2022-06-21,21.0,24.85,4.81
2022-06-22,17.0,5.72,4.26
2022-06-23,18.0,18.83,4.46
2022-06-24,18.0,42.42,4.47
2022-06-25,17.5,9.29,5.26
2022-06-26,16.0,4.9,4.14
2022-06-27,17.5,10.09,5.46
2022-06-28,18.5,20.98,4.18
2022-06-29,19.0,25.96,3.48
2022-06-30,19.5,33.06,3.76
2022-07-01,20.0,22.72,3.49
2022-07-02,19.5,15.57,3.74
2022-07-03,18.0,37.95,4.72
2022-07-04,17.5,22.57,5.35
2022-07-05,19.0,35.09,5.86
2022-07-06,21.0,37.38,4.13
2022-07-07,22.5,40.85,4.02
2022-07-08,22.5,17.61,4.09
2022-07-09,21.5,23.22,4.99
2022-07-10,23.5,27.63,4.14
2022-07-11,20.0,11.23,3.85
2022-07-12,19.5,13.51,4.46
2022-07-13,19.5,8.61,4.43
2022-07-14,18.0,12.31,4.86
2022-07-15,19.5,26.54,3.99
2022-07-16,19.0,20.87,4.71
2022-07-17,20.5,15.95,4.31
2022-07-18,22.0,29.21,4.06
2022-07-19,19.5,20.83,4.4
2022-07-20,16.5,22.55,4.27
2022-07-21,17.5,25.23,4.68
2022-07-22,18.0,18.29,3.82
2022-07-23,18.5,27.54,7.67
2022-07-24,18.0,15.41,3.84
2022-07-25,19.0,18.02,4.8
2022-07-26,19.5,22.54,3.75
2022-07-27,21.0,18.88,3.54
2022-07-28,20.5,24.84,3.64
2022-07-29,20.5,27.03,3.77
2022-07-30,22.5,30.74,3.65
2022-07-31,23.0,22.73,3.89
2022-08-01,23.5,24.65,3.34
2022-08-02,23.0,26.96,3.85
2022-08-03,23.5,24.09,4.7
2022-08-04,24.0,28.9,4.63
2022-08-05,23.5,25.57,3.87
2022-08-06,23.5,26.96,4.33
2022-08-07,23.0,26.28,3.79
2022-08-08,23.5,28.755000000000003,4.06
2022-08-09,23.5,31.23,5.78
2022-08-10,24.0,21.58,3.98
2022-08-11,24.0,18.45,5.28
2022-08-12,22.5,18.11,4.89
2022-08-13,24.0,23.87,6.31
2022-08-14,25.0,22.9,3.76
2022-08-15,28.0,32.26,4.8
2022-08-16,26.0,31.69,4.11
2022-08-17,25.5,29.97,4.66
2022-08-18,24.5,20.08,4.33
2022-08-19,23.5,15.3,3.5
2022-08-20,23.0,19.77,5.0
2022-08-21,25.5,30.65,4.07
2022-08-22,29.0,44.43,4.41
2022-08-23,26.0,39.61,5.68
2022-08-24,30.5,49.43,3.5
2022-08-25,31.0,48.91,4.12
2022-08-26,28.0,44.06,3.71
2022-08-27,26.5,42.840833333333336,3.7041666666666666
2022-08-28,26.0,41.62166666666667,3.6983333333333333
2022-08-29,26.0,40.4025,3.6925
2022-08-30,27.0,39.18333333333334,3.6866666666666665
2022-08-31,28.5,37.96416666666667,3.680833333333333
2022-09-01,28.0,36.745000000000005,3.675
2022-09-02,29.0,35.52583333333334,3.6691666666666665
2022-09-03,32.5,34.30666666666667,3.663333333333333
2022-09-04,25.5,33.087500000000006,3.6574999999999998
2022-09-05,19.5,31.868333333333336,3.6516666666666664
2022-09-06,17.0,30.649166666666666,3.645833333333333
2022-09-07,17.0,29.43,3.6399999999999997
2022-09-08,17.5,28.210833333333333,3.6341666666666668
2022-09-09,17.5,26.991666666666667,3.6283333333333334
2022-09-10,19.0,25.7725,3.6225
2022-09-11,22.5,24.553333333333335,3.6166666666666667
2022-09-12,26.0,23.33416666666667,3.6108333333333333
2022-09-13,19.5,22.115000000000002,3.605
2022-09-14,16.5,20.895833333333336,3.5991666666666666
2022-09-15,18.5,19.67666666666667,3.5933333333333333
2022-09-16,22.0,18.4575,3.5875
2022-09-17,26.5,17.238333333333333,3.5816666666666666
2022-09-18,10.5,16.019166666666667,3.575833333333333
2022-09-19,22.5,14.8,3.57
2022-09-20,22.5,11.09,4.14
2022-09-21,21.0,6.07,3.37
2022-09-22,19.0,8.01,4.57
2022-09-23,15.0,9.95,3.87
2022-09-24,14.0,9.6,4.21
2022-09-25,14.0,10.08,5.22
2022-09-26,18.0,20.96,3.44
2022-09-27,22.0,18.67,3.64
2022-09-28,23.0,20.8,3.6
2022-09-29,20.0,20.26,4.36
2022-09-30,21.0,19.05,3.48
2022-10-01,20.5,20.1,4.09
2022-10-02,23.0,25.03,4.44
2022-10-03,17.0,11.48,3.71
2022-10-04,18.0,12.18,4.05
2022-10-05,18.0,12.41,3.84
2022-10-06,18.0,11.78,4.89
2022-10-07,17.5,13.88,3.38
2022-10-08,18.0,26.55,5.27
2022-10-09,18.0,13.68,3.8
2022-10-10,15.5,10.34,3.61
2022-10-11,14.5,13.85,3.41
2022-10-12,13.0,15.41,3.75
2022-10-13,13.0,18.91,3.59
2022-10-14,13.5,14.78,3.48
2022-10-15,14.0,14.17,3.59
2022-10-16,17.5,13.94,3.44
2022-10-17,15.5,15.82,3.47
2022-10-18,17.5,10.3,3.37
2022-10-19,17.5,13.93,3.371875
2022-10-20,15.0,13.54,3.3737500000000002
2022-10-21,9.0,6.87,3.375625
2022-10-22,10.0,13.38,3.3775
2022-10-23,13.5,13.34,3.379375
2022-10-24,12.5,13.81,3.38125
2022-10-25,13.5,11.86,3.383125
2022-10-26,14.5,13.16,3.385
2022-10-27,11.0,13.37,3.386875
2022-10-28,10.0,9.05,3.38875
2022-10-29,11.0,10.21,3.390625
2022-10-30,12.5,12.08,3.3925
2022-10-31,12.0,12.91,3.394375
2022-11-01,9.0,11.44,3.3962499999999998
2022-11-02,9.5,15.65,3.398125
2022-11-03,10.0,13.57,3.4
2022-11-04,10.0,14.94,3.47
2022-11-05,12.0,19.26,3.64
2022-11-06,11.0,20.42,3.33
2022-11-07,10.5,21.5,3.68
2022-11-08,12.0,24.24,3.45
2022-11-09,11.0,19.9,3.22
2022-11-10,10.5,11.4,3.37
2022-11-11,12.0,13.92,3.34
2022-11-12,12.5,20.12,3.39
2022-11-13,10.0,16.92,3.46
2022-11-14,9.5,16.29,3.49
2022-11-15,11.0,13.82,3.41
2022-11-16,10.0,11.05,3.56
2022-11-17,13.5,13.19,3.62
2022-11-18,12.0,22.11,3.74
2022-11-19,12.5,22.7,3.57
2022-11-20,14.5,20.39,3.37
2022-11-21,13.5,25.03,3.39
2022-11-22,13.0,28.47,3.45
2022-11-23,14.0,24.145,3.58
2022-11-24,15.0,19.82,3.69
2022-11-25,16.5,19.89,3.78
2022-11-26,10.5,12.24,3.35
2022-11-27,8.0,9.47,3.49
2022-11-28,9.0,11.33,3.49
2022-11-29,10.0,12.55,3.58
2022-11-30,10.5,17.78,3.93
2022-12-01,14.0,16.25,3.68
2022-12-02,13.5,20.26,3.56
2022-12-03,7.5,14.92,3.34
2022-12-04,8.5,15.93,3.64
2022-12-05,8.0,16.85,3.58
2022-12-06,9.0,13.76,3.37
2022-12-07,8.5,10.62,3.33
2022-12-08,8.0,15.96,3.42
2022-12-09,10.0,17.79,3.42
2022-12-10,9.0,17.69,3.34
2022-12-11,8.5,15.51,3.39
2022-12-12,8.0,10.85,3.44
2022-12-13,9.5,13.08,3.56
2022-12-14,10.0,13.96,3.59
2022-12-15,11.5,14.52,3.59
2022-12-16,10.0,18.81,3.57
2022-12-17,10.5,10.46,3.69
2022-12-18,10.0,11.71,3.7
2022-12-19,8.0,14.28,3.57
2022-12-20,2.5,12.2,3.53
2022-12-21,6.0,11.69,3.56
2022-12-22,6.5,13.54,3.6
2022-12-23,7.0,13.88,3.69
2022-12-24,6.0,18.93,3.53
2022-12-25,4.0,17.69,3.63
2022-12-26,4.5,18.02,3.67
2022-12-27,5.5,19.23,3.6
2022-12-28,5.0,15.22,3.48
2022-12-29,2.0,14.73,3.52
2022-12-30,2.6666666666666665,12.12,3.92
2022-12-31,3.333333333333333,13.51,3.51
2023-01-01,4.0,11.78,8.51
2023-01-02,4.5,19.58,9.54
2023-01-03,6.5,21.27,9.92
2023-01-04,7.0,18.48,9.82
2023-01-05,5.5,15.91,9.9
2023-01-06,5.5,13.0,9.89
2023-01-07,2.5,9.03,8.15
2023-01-08,1.0,15.15,8.89
2023-01-09,2.0,15.85,9.19
2023-01-10,2.0,10.33,8.55
2023-01-11,3.0,10.95,9.19
2023-01-12,4.5,13.76,9.1
2023-01-13,3.5,13.72,9.86
2023-01-14,3.0,20.0,11.71
2023-01-15,5.5,17.25,12.12
2023-01-16,6.0,15.83,11.14
2023-01-17,8.5,13.92,11.32
2023-01-18,7.5,13.96,11.51
2023-01-19,8.0,13.62,11.23
2023-01-20,8.5,13.21,10.9
2023-01-21,10.5,15.67,11.58
2023-01-22,8.0,16.41,11.2
2023-01-23,8.0,17.82,11.739999999999998
2023-01-24,7.0,19.23,12.28
2023-01-25,5.0,17.2,12.04
2023-01-26,4.5,20.04,12.2
2023-01-27,5.0,20.39,12.09
2023-01-28,5.5,20.81,12.03
2023-01-29,4.0,18.55,11.86
2023-01-30,5.5,13.11,11.49
2023-01-31,6.0,12.3,11.85
2023-02-01,5.5,14.66,11.83
2023-02-02,1.5,8.52,10.89
2023-02-03,3.5,11.0,12.28
2023-02-04,1.5,10.66,11.73
2023-02-05,4.0,12.29,11.95
2023-02-06,6.5,18.31,12.46
2023-02-07,2.0,9.72,11.22
2023-02-08,0.5,7.89,11.41
2023-02-09,1.0,15.16,12.52
2023-02-10,1.5,15.93,12.68
2023-02-11,3.0,14.65,12.34
2023-02-12,3.0,10.05,12.43
2023-02-13,-1.5,8.78,12.05
2023-02-14,0.0,12.65,11.72
2023-02-15,0.0,10.58,12.22
2023-02-16,-2.0,16.73,12.02
2023-02-17,2.0,11.88,12.36
2023-02-18,1.5,13.59,13.48
2023-02-19,2.5,18.5,14.16
2023-02-20,4.0,15.28,14.32
2023-02-21,3.5,9.91,13.83
2023-02-22,4.0,15.92,15.05
2023-02-23,2.0,11.28,13.79
2023-02-24,3.5,10.01,13.8
2023-02-25,5.5,9.4,13.85
2023-02-26,8.5,13.25,14.34
2023-02-27,10.5,13.59,14.55
2023-02-28,11.0,16.93,14.79
2023-03-01,10.0,22.34,15.07
2023-03-02,5.5,19.55,14.62
2023-03-03,9.5,14.16,15.37
2023-03-04,7.5,14.68,15.21
2023-03-05,7.5,13.64,15.51
2023-03-06,8.0,13.09,15.16
2023-03-07,8.5,10.16,15.36
2023-03-08,11.0,14.76,15.53
2023-03-09,11.5,19.55,15.59
2023-03-10,11.0,25.75,15.84
2023-03-11,14.0,18.21,15.49
2023-03-12,16.5,24.93,15.51
2023-03-13,8.5,18.84,15.8
2023-03-14,10.5,15.85,16.57
2023-03-15,14.5,37.38,17.55
2023-03-16,12.0,24.34,17.01
2023-03-17,12.0,14.5,16.65
2023-03-18,14.5,14.19,16.57
2023-03-19,9.0,16.45,16.56
2023-03-20,6.5,7.69,16.64
2023-03-21,6.5,9.76,16.82
2023-03-22,11.0,21.51,17.15
2023-03-23,13.0,22.61,17.44
2023-03-24,9.5,8.78,17.29
