Date,Mean Temperature,PM10,SO2
08/03/2023,11,"14,76","15,53"
09/03/2023,"11,5","19,55","15,59"
10/03/2023,11,"25,75","15,84"
11/03/2023,14,"18,21","15,49"
12/03/2023,"16,5","24,93","15,51"
13/03/2023,"8,5","18,84","15,8"
14/03/2023,"10,5","15,85","16,57"
15/03/2023,"14,5","37,38","17,55"
16/03/2023,12,"24,34","17,01"
17/03/2023,12,"14,5","16,65"
18/03/2023,"14,5","14,19","16,57"
19/03/2023,9,"16,45","16,56"
20/03/2023,"6,5","7,69","16,64"
21/03/2023,"6,5","9,76","16,82"
22/03/2023,11,"21,51","17,15"
23/03/2023,13,"22,61","17,44"
24/03/2023,"9,5","8,78","17,29"
